UserID,OrderDate_GMT,OrderValue
3902167,2012-11-08,60.248
1299296,2012-02-07,65.538
45810,2012-11-19,56.259
2410824,2012-08-23,226.339
2113271,2012-06-14,85.0
444682,2012-11-25,490.523
2716367,2012-08-01,86.887
2452250,2012-07-11,51.3
2662236,2012-12-13,187.577
3106676,2012-09-10,226.043
1494307,2012-03-07,293.709
4182680,2012-11-23,957.586
2822287,2012-10-21,49.959
1991962,2012-05-16,198.5
1852966,2012-10-31,366.364
1723932,2012-07-11,95.934
2459820,2012-07-25,76.047
2012929,2012-06-03,64.886
4177101,2012-11-24,262.5
3251563,2012-10-03,145.561
1299296,2012-02-07,68.442
2861019,2012-08-16,353.655
4315268,2012-12-11,283.71
2492565,2012-07-11,66.616
1318791,2012-10-19,206.756
4192220,2012-11-24,79.566
4185823,2012-11-24,209.228
1224432,2012-01-29,159.0
4185823,2012-11-24,209.228
3542578,2012-11-02,172.709
2984431,2012-08-29,64.75
4524360,2012-12-26,62.67
622084,2012-11-19,242.516
4734717,2012-12-25,336.857
1342233,2012-02-14,110.0
1971260,2012-05-14,281.435
159914,2012-11-21,564.924
4269555,2012-11-28,212.98
1303089,2012-08-04,295.033
3258393,2012-09-23,112.087
2735698,2012-08-04,303.609
3488021,2012-10-10,83.05
1097085,2012-07-02,82.5
1674841,2012-05-08,104.819
16496,2012-05-08,78.211
2731207,2012-12-24,201.793
2055363,2012-05-25,168.021
2423908,2012-12-06,526.89
1905126,2012-05-04,271.475
1280619,2012-02-05,66.0
2410824,2012-07-04,169.281
16496,2012-05-08,163.0
4228271,2012-11-26,442.035
3293348,2012-09-25,188.33
1310303,2012-02-09,121.524
135530,2012-10-10,258.538
1852966,2012-11-12,182.568
3861884,2012-11-05,513.309
135530,2012-10-10,297.517
268638,2012-06-06,44.833
2983757,2012-09-05,116.587
4041592,2012-11-17,93.229
1026389,2012-01-26,45.887
1406665,2012-12-31,175.802
1501767,2012-09-23,271.25
974568,2012-07-18,125.124
1303089,2012-09-03,271.915
3003637,2012-09-03,278.408
2118829,2012-06-23,36.66
2086151,2012-06-06,395.134
1432038,2012-02-27,232.133
3106676,2012-12-20,461.434
2089130,2012-11-23,114.814
2750217,2012-08-21,438.414
2895235,2012-08-21,77.938
4157685,2012-11-22,103.618
1908620,2012-05-14,57.895
30345,2012-04-16,211.948
1529596,2012-03-12,152.352
2900768,2012-08-21,154.421
2512350,2012-07-17,131.975
1310303,2012-02-09,69.0
4174460,2012-11-23,250.0
268638,2012-06-06,84.986
2118829,2012-11-19,183.323
3229967,2012-12-19,126.793
4068966,2012-11-19,121.551
1906995,2012-05-05,70.479
1576845,2012-03-19,99.828
1172110,2012-05-16,98.68
1584729,2012-11-28,963.112
1093666,2012-09-27,224.287
1990473,2012-05-16,575.0
3082593,2012-09-07,116.587
1772411,2012-04-16,306.788
1771185,2012-12-30,184.305
1432038,2012-02-27,238.063
1342233,2012-02-14,95.0
3611822,2012-11-14,316.009
2012929,2012-06-03,33.333
1444805,2012-12-13,375.154
2314151,2012-06-24,44.912
3221142,2012-09-20,127.139
3861127,2012-11-05,116.478
268638,2012-06-06,84.986
1310303,2012-02-09,108.953
2430865,2012-07-05,349.42
4544703,2012-12-13,78.628
2118829,2012-11-19,63.765
4522010,2012-12-13,433.333
100123,2012-10-11,40.0
2186115,2012-09-05,304.927
840660,2012-02-25,212.647
3032032,2012-09-03,168.894
1026389,2012-01-26,54.0
1738180,2012-12-03,294.094
3394003,2012-11-04,62.5
3456690,2012-12-26,347.659
3393755,2012-10-05,142.665
1480589,2012-03-07,169.383
1026389,2012-01-26,151.843
1526539,2012-06-05,304.575
1303089,2012-08-13,440.286
1432038,2012-02-27,128.772
3220965,2012-11-07,331.942
1201200,2012-01-25,387.5
1303089,2012-07-24,440.597
4800908,2012-12-28,137.219
75051,2012-07-19,550.55
3369452,2012-11-16,391.0
4408150,2012-12-06,148.052
2733537,2012-08-04,390.331
1878687,2012-12-29,136.735
3205148,2012-09-18,125.504
1432038,2012-02-27,138.0
1173966,2012-06-23,128.136
1629111,2012-03-27,180.0
2969614,2012-08-27,475.236
2499323,2012-08-24,65.83
2118829,2012-06-23,93.283
3128114,2012-09-12,52.42
268638,2012-06-06,270.343
1219520,2012-01-27,97.718
268638,2012-06-06,67.586
1173362,2012-01-21,729.003
2118829,2012-06-23,69.803
1764947,2012-04-16,320.808
4314768,2012-12-09,304.812
1988969,2012-05-16,58.546
1803616,2012-04-20,1579.126
2379483,2012-09-26,166.536
1230185,2012-02-20,61.457
1303089,2012-10-02,445.639
1137239,2012-03-08,394.309
1210165,2012-01-26,112.8
2118829,2012-06-23,84.257
1900191,2012-05-10,166.774
1726150,2012-04-10,37.955
1726150,2012-04-10,84.16
2289063,2012-09-12,144.147
2798970,2012-08-10,392.959
2798970,2012-08-10,833.33
4551733,2012-12-14,300.733
2532084,2012-07-15,196.625
2877355,2012-08-18,75.564
2627286,2012-08-13,189.34
2266451,2012-12-27,419.057
1252049,2012-02-02,143.78
1252049,2012-02-02,148.767
1303089,2012-08-23,440.261
2157298,2012-11-19,122.446
2638948,2012-08-13,245.188
1026389,2012-01-26,45.887
3836170,2012-11-04,71.368
2118829,2012-06-23,93.324
2118829,2012-06-23,93.324
1225591,2012-10-16,407.996
1964822,2012-05-27,187.765
182395,2012-12-24,280.796
4408150,2012-12-06,256.539
188889,2012-11-26,341.572
1900191,2012-05-10,192.432
3713045,2012-11-15,201.729
3155142,2012-09-14,729.376
1603307,2012-03-23,376.159
1303089,2012-08-01,226.075
4025576,2012-11-26,195.943
2861019,2012-08-16,208.264
188889,2012-11-26,177.216
1921255,2012-06-21,72.507
1026389,2012-01-26,186.883
1526539,2012-06-05,185.0
1349899,2012-02-15,50.179
3106676,2012-12-20,131.367
3835136,2012-11-04,320.833
1878687,2012-09-09,297.3
1432038,2012-02-27,138.0
1551380,2012-04-01,359.109
2312546,2012-06-23,137.654
1576845,2012-09-11,240.0
1629111,2012-03-27,107.072
4171658,2012-11-23,682.341
3713045,2012-12-08,32.0
2323076,2012-06-24,135.509
1551380,2012-03-15,344.324
1182428,2012-07-15,590.824
1083237,2012-01-09,80.5
1723932,2012-05-16,333.914
1764947,2012-04-16,416.474
268638,2012-06-06,67.586
45810,2012-11-19,132.209
2010727,2012-12-08,280.98
1629111,2012-04-18,180.0
1230185,2012-02-20,60.627
295224,2012-06-09,140.766
2586939,2012-07-21,61.882
1064522,2012-07-20,110.42
1303089,2012-07-11,216.518
4123775,2012-11-20,265.221
4026127,2012-12-06,217.723
2627286,2012-08-10,301.522
2322540,2012-06-24,68.288
1459982,2012-07-06,152.353
4841057,2012-12-30,81.667
2544562,2012-07-16,162.499
2181402,2012-06-15,188.571
1753658,2012-04-16,419.772
1203053,2012-01-25,721.0
3393755,2012-10-05,121.051
1502626,2012-03-08,95.0
2357492,2012-06-27,172.08
1243594,2012-02-24,484.95
3106676,2012-12-20,80.717
1496543,2012-03-07,124.326
1917822,2012-05-17,155.064
4423770,2012-12-06,263.445
2266451,2012-12-27,89.175
3128114,2012-09-12,248.582
1498620,2012-03-23,238.61
1182428,2012-07-15,802.75
1252049,2012-02-02,226.059
1437054,2012-07-27,160.879
1252049,2012-02-02,119.678
1137239,2012-03-08,145.36
289628,2012-06-20,170.025
2255697,2012-09-24,133.835
1510500,2012-05-10,385.666
1908620,2012-10-05,171.032
4800134,2012-12-28,270.083
2895235,2012-08-21,68.2
1303089,2012-10-02,445.639
1230185,2012-02-20,61.457
1726150,2012-04-10,37.955
1194860,2012-03-31,71.655
1726150,2012-04-10,37.955
1303089,2012-09-03,137.59
1230185,2012-02-20,47.339
1371952,2012-02-18,69.487
3114574,2012-09-11,330.201
1033906,2012-12-21,228.363
1244596,2012-01-31,84.0
2266451,2012-12-27,267.13
2464722,2012-10-02,98.618
4157685,2012-11-22,232.475
2042354,2012-06-15,1177.4
30345,2012-04-16,126.179
828389,2012-04-25,56.0
4090774,2012-11-19,200.0
4236729,2012-11-26,142.806
2365324,2012-08-23,169.134
23708,2012-05-21,200.893
2365324,2012-08-23,109.114
1215099,2012-03-07,105.0
2255697,2012-09-24,40.709
2756267,2012-08-05,290.498
2268344,2012-07-29,87.211
327881,2012-07-04,156.706
4061661,2012-11-18,92.425
1215596,2012-01-28,13.0
3432010,2012-10-21,158.333
268638,2012-06-06,69.594
1215596,2012-01-28,52.0
3806521,2012-11-01,281.155
1906995,2012-11-19,118.562
1634051,2012-03-27,599.77
4805096,2012-12-28,78.0
2056659,2012-05-25,105.133
4429319,2012-12-07,58.333
1514608,2012-06-22,218.716
1033906,2012-12-21,263.677
1109721,2012-01-12,208.958
268638,2012-06-06,67.586
1299296,2012-02-07,61.39
734046,2012-03-07,126.584
2574499,2012-07-19,151.401
1135818,2012-01-17,237.206
1097085,2012-01-10,238.656
2366659,2012-07-11,131.427
1838420,2012-04-25,679.259
3739073,2012-12-18,154.98
2289063,2012-06-21,100.242
3491679,2012-12-18,58.333
2996189,2012-08-30,292.276
3693285,2012-11-03,59.75
3423368,2012-10-07,656.12
2268344,2012-07-29,81.898
1504358,2012-08-09,778.119
1303089,2012-09-12,366.67
4333452,2012-12-01,1049.727
2365324,2012-08-23,195.83
3114574,2012-09-11,416.22
1097085,2012-02-11,95.452
4851055,2012-12-30,206.579
2266451,2012-10-11,207.75
4333452,2012-12-01,607.95
3491679,2012-12-18,87.444
1496650,2012-03-07,226.957
2525040,2012-07-14,98.183
2268344,2012-07-29,70.887
4661009,2012-12-20,336.606
2578225,2012-07-19,40.953
2638191,2012-08-02,49.587
1771185,2012-06-18,159.553
1634051,2012-03-27,194.153
1905159,2012-05-15,304.388
2867507,2012-08-17,42.384
2268344,2012-07-29,102.929
1551380,2012-10-10,275.0
3270003,2012-11-20,257.184
1318791,2012-02-10,220.92
1182428,2012-04-27,457.32
4285740,2012-11-29,100.0
2553349,2012-07-17,46.797
2947706,2012-09-27,217.485
1303089,2012-08-30,307.813
1000538,2012-03-07,38.0
2865305,2012-10-08,196.886
4487357,2012-12-10,75.0
2366659,2012-07-11,164.58
2366659,2012-07-11,52.759
1033906,2012-01-02,157.456
4185901,2012-11-24,163.966
3433385,2012-10-06,64.101
2900277,2012-08-21,87.031
2178479,2012-06-24,98.808
1486979,2012-03-06,131.646
1088505,2012-01-09,25.0
1796751,2012-04-19,561.015
2268344,2012-07-29,83.652
2550143,2012-07-17,199.17
2513383,2012-07-13,88.607
4242939,2012-11-27,129.291
1099543,2012-01-11,164.195
734046,2012-03-07,40.0
1109721,2012-01-12,321.73
1173966,2012-07-21,124.943
1075000,2012-12-31,536.367
1299296,2012-02-07,55.998
734046,2012-03-07,94.0
4626986,2012-12-18,201.793
3270003,2012-11-20,269.239
4470550,2012-12-09,95.833
1245430,2012-12-10,817.299
2422634,2012-09-20,93.682
2255697,2012-09-24,173.988
1771185,2012-11-22,206.973
3319366,2012-10-06,255.745
2034564,2012-09-14,210.885
2835894,2012-08-14,264.803
4487357,2012-12-10,91.667
2638191,2012-08-02,332.043
1061701,2012-01-06,150.241
2753213,2012-08-05,222.411
2366659,2012-07-11,133.33
2366659,2012-07-11,93.266
2268344,2012-07-29,102.701
1033906,2012-01-02,180.9
2925680,2012-08-28,119.457
153653,2012-09-14,288.294
1406665,2012-11-19,468.0
3469495,2012-11-30,721.337
1653859,2012-03-30,248.502
1406665,2012-11-19,120.0
2422634,2012-09-20,50.185
2366659,2012-07-11,463.008
3074450,2012-09-06,110.0
4236729,2012-12-11,261.268
1771185,2012-09-25,125.803
3100819,2012-09-09,40.0
1771185,2012-11-22,131.71
1966810,2012-05-13,512.212
2587291,2012-07-20,263.478
1771185,2012-05-13,131.872
1088505,2012-01-09,71.0
1088505,2012-01-09,84.0
1280359,2012-05-14,116.992
403431,2012-07-17,63.376
1280359,2012-05-14,90.233
1771185,2012-06-28,128.33
2059230,2012-08-07,340.422
1156810,2012-01-19,67.481
1156810,2012-01-19,409.885
1217741,2012-06-06,142.531
2352528,2012-06-27,268.43
1217741,2012-06-06,38.809
3809090,2012-11-02,187.5
3444578,2012-10-07,246.096
1366612,2012-02-17,64.818
2385039,2012-06-30,153.072
3828581,2012-12-27,58.856
1217741,2012-06-06,52.193
1217741,2012-06-06,109.075
209277,2012-01-11,84.0
1198666,2012-01-24,348.737
1156810,2012-01-19,103.304
1393985,2012-02-21,229.79
1413301,2012-03-05,22.106
4593945,2012-12-16,108.238
1318791,2012-10-13,821.797
2756444,2012-08-05,559.42
3693285,2012-11-02,129.457
1476097,2012-10-07,538.33
2826481,2012-08-13,11.165
1303089,2012-09-17,453.594
1846834,2012-12-15,25.561
2021090,2012-05-21,237.5
4514669,2012-12-11,107.857
908352,2012-12-28,146.502
45810,2012-12-03,89.166
2876918,2012-08-18,105.83
2126255,2012-06-13,341.858
1278706,2012-02-05,209.0
1303089,2012-08-29,302.273
1727445,2012-08-23,46.0
1660370,2012-08-29,74.692
1688753,2012-06-01,385.77
1238821,2012-02-13,343.0
3805083,2012-11-01,188.374
2238077,2012-06-16,388.903
4661009,2012-12-26,347.07
1048183,2012-01-04,464.232
2663523,2012-07-27,20.803
4710043,2012-12-23,175.873
4710043,2012-12-23,150.672
1459666,2012-03-02,131.032
1463242,2012-03-02,397.328
1106514,2012-11-11,222.401
2672497,2012-07-28,68.75
2366659,2012-07-11,141.67
1280359,2012-05-14,270.7
2268344,2012-07-29,76.896
1520768,2012-11-26,399.834
460400,2012-12-12,141.667
135530,2012-08-09,243.226
2166462,2012-06-08,287.388
376374,2012-02-08,266.88
3775939,2012-11-14,195.846
1194860,2012-05-09,303.41
3404470,2012-10-04,1027.579
2925680,2012-08-28,68.727
1654320,2012-03-30,299.37
1303089,2012-09-17,453.594
1590963,2012-03-21,145.968
445809,2012-06-21,105.0
2154887,2012-06-07,146.16
1569392,2012-03-18,93.173
3119362,2012-09-11,833.423
2766391,2012-11-26,120.833
1100246,2012-01-12,171.0
2765679,2012-08-07,79.0
1413301,2012-03-05,22.106
3186854,2012-11-26,88.368
4373871,2012-12-04,190.491
927076,2012-01-12,84.578
4215108,2012-12-03,54.167
2118829,2012-09-01,43.572
4012527,2012-11-23,56.259
498836,2012-03-04,857.672
3484331,2012-10-10,338.087
3270003,2012-11-20,269.239
2422634,2012-07-25,386.754
734046,2012-05-09,52.615
1217741,2012-02-26,123.691
1363868,2012-03-07,86.778
383207,2012-11-09,71.494
1572007,2012-03-18,162.22
1771185,2012-05-09,179.47
443526,2012-08-30,279.27
1233659,2012-01-30,197.471
1227814,2012-07-16,96.331
1466644,2012-07-17,91.0
3498942,2012-12-09,61.967
1366612,2012-02-17,155.012
268638,2012-06-20,77.009
4610831,2012-12-17,187.143
3498942,2012-12-09,105.0
3923331,2012-12-22,116.031
684334,2012-08-10,742.451
2663523,2012-07-28,33.804
4022649,2012-11-16,215.87
2620384,2012-07-24,50.053
527607,2012-12-05,241.17
4593945,2012-12-16,60.74
4593945,2012-12-16,108.238
1092199,2012-01-10,230.398
1106514,2012-10-18,145.879
1717286,2012-07-23,85.162
1106514,2012-10-18,140.55
908352,2012-12-28,161.966
1054752,2012-09-19,40.092
2268344,2012-07-29,122.316
1303089,2012-09-17,282.391
1363868,2012-03-07,31.707
2268344,2012-07-29,117.5
2129155,2012-06-04,202.35
1713337,2012-04-08,264.032
3931677,2012-12-17,496.479
3186854,2012-11-26,166.054
4687188,2012-12-22,171.861
1561379,2012-04-06,179.669
1369947,2012-12-21,221.423
3098169,2012-10-10,65.74
381669,2012-05-11,984.488
1015080,2012-01-17,136.0
1872763,2012-04-30,467.638
379721,2012-09-04,206.128
3611822,2012-10-18,395.673
2766391,2012-11-26,98.968
4513581,2012-12-11,231.021
2651043,2012-07-26,60.128
3985866,2012-11-14,879.614
4834204,2012-12-30,72.274
3302090,2012-12-19,370.325
1784141,2012-04-17,384.136
3342377,2012-09-29,358.009
1251255,2012-02-02,172.038
3579996,2012-10-16,120.9
2410824,2012-11-08,247.416
353550,2012-02-11,406.091
2628313,2012-10-07,36.155
1357525,2012-02-16,199.728
1771185,2012-11-09,124.81
3985866,2012-11-14,409.683
1197090,2012-08-02,88.511
3316988,2012-10-05,304.676
4169661,2012-11-27,255.356
3114909,2012-09-11,50.0
1406665,2012-06-11,209.0
2838651,2012-09-10,103.064
3896566,2012-11-16,403.457
4002064,2012-11-16,277.276
159914,2012-12-28,134.833
4581153,2012-12-15,263.704
4562390,2012-12-14,102.176
2137052,2012-06-08,46.346
1303089,2012-08-29,448.159
3841054,2012-11-20,1039.496
445809,2012-08-03,625.0
1207023,2012-02-12,315.549
25137,2012-03-07,1110.586
2391881,2012-09-08,65.485
3486101,2012-10-10,374.736
1772411,2012-10-14,124.256
2361496,2012-06-28,238.268
2561993,2012-07-18,152.5
2286901,2012-06-21,343.825
2694965,2012-07-31,175.5
1874195,2012-04-30,149.09
34722,2012-08-02,145.151
2865305,2012-08-17,286.382
4457956,2012-12-08,164.13
4655232,2012-12-24,508.519
2947706,2012-10-07,325.431
3611822,2012-12-09,66.667
1461380,2012-03-02,379.743
2352799,2012-06-27,51.761
4603186,2012-12-17,227.892
2791731,2012-10-03,39.58
1397945,2012-03-09,91.894
1852966,2012-04-30,171.902
2651043,2012-07-26,57.847
2730727,2012-12-06,246.638
1585374,2012-03-21,177.663
2104450,2012-06-09,132.045
415088,2012-07-23,99.06
3960920,2012-11-12,170.3
3622777,2012-12-10,368.823
2616845,2012-07-23,93.75
1397945,2012-03-09,355.0
1587522,2012-03-20,328.956
2425022,2012-07-04,468.0
2191408,2012-06-11,111.267
1559273,2012-03-16,113.0
2530803,2012-07-15,111.801
2268344,2012-07-29,152.424
1660370,2012-08-29,35.719
1727445,2012-08-23,30.0
1279005,2012-02-05,263.436
2086218,2012-05-29,267.866
2952023,2012-08-26,625.0
477723,2012-12-11,75.0
1303089,2012-07-24,440.597
4063225,2012-11-18,144.666
4202522,2012-11-25,119.559
1479949,2012-06-09,262.423
3884892,2012-11-07,448.786
4488126,2012-12-10,279.657
232620,2012-10-19,237.77
1284227,2012-12-27,434.623
1717286,2012-05-25,65.83
3900662,2012-11-08,172.61
1217741,2012-06-06,72.938
1182428,2012-10-19,178.126
1091811,2012-11-22,570.627
3508780,2012-10-11,277.028
2459820,2012-08-02,56.734
1768241,2012-04-16,257.0
1243594,2012-07-30,260.001
1243594,2012-07-30,202.477
1681943,2012-04-03,186.998
3153425,2012-12-03,238.412
1786986,2012-04-18,50.0
4725327,2012-12-24,67.264
3154469,2012-09-19,198.741
3915716,2012-11-09,471.358
1243594,2012-09-26,117.107
2126250,2012-06-04,200.0
3083942,2012-09-07,270.598
1771185,2012-06-01,225.466
1812831,2012-11-19,57.75
1393996,2012-09-03,425.884
2694965,2012-07-31,225.222
3324592,2012-12-03,95.0
2364389,2012-06-28,150.169
2694965,2012-07-31,58.272
2330276,2012-06-25,35.894
3366678,2012-10-01,157.111
3366678,2012-10-01,97.0
